filename,class,subtype,prompt,Unnamed: 4,Unnamed: 5,SPLIT,file_path
SOB_B_TA-14-3411F-400-015,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-3411F-400-015.png
SOB_B_TA-14-3411F-400-016,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-3411F-400-016.png
SOB_B_TA-14-3411F-400-017,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-3411F-400-017.png
SOB_B_TA-14-13200-400-001,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-001.png
SOB_B_TA-14-13200-400-002,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-002.png
SOB_B_TA-14-13200-400-003,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-003.png
SOB_B_TA-14-13200-400-004,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-004.png
SOB_B_TA-14-13200-400-005,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-005.png
SOB_B_TA-14-13200-400-006,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-006.png
SOB_B_TA-14-13200-400-007,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-007.png
SOB_B_TA-14-13200-400-008,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-008.png
SOB_B_TA-14-13200-400-009,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-009.png
SOB_B_TA-14-13200-400-010,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-010.png
SOB_B_TA-14-13200-400-011,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-011.png
SOB_B_TA-14-13200-400-012,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-012.png
SOB_B_TA-14-13200-400-013,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-013.png
SOB_B_TA-14-13200-400-014,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-014.png
SOB_B_TA-14-13200-400-015,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-13200-400-015.png
SOB_B_TA-14-15275-400-001,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-001.png
SOB_B_TA-14-15275-400-002,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-002.png
SOB_B_TA-14-15275-400-003,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-003.png
SOB_B_TA-14-15275-400-004,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-004.png
SOB_B_TA-14-15275-400-005,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-005.png
SOB_B_TA-14-15275-400-006,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-006.png
SOB_B_TA-14-15275-400-007,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-007.png
SOB_B_TA-14-15275-400-008,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-008.png
SOB_B_TA-14-15275-400-009,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-009.png
SOB_B_TA-14-15275-400-010,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-010.png
SOB_B_TA-14-15275-400-011,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-011.png
SOB_B_TA-14-15275-400-012,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-012.png
SOB_B_TA-14-15275-400-013,benign,Tubular Adenoma,"A benign breast tumor captured in a histology image, specifically of the tubular adenoma subtype.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-013.png
SOB_B_TA-14-15275-400-014,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-014.png
SOB_B_TA-14-15275-400-015,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-15275-400-015.png
SOB_B_TA-14-16184-400-001,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-001.png
SOB_B_TA-14-16184-400-002,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-002.png
SOB_B_TA-14-16184-400-003,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-003.png
SOB_B_TA-14-16184-400-004,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-004.png
SOB_B_TA-14-16184-400-005,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-005.png
SOB_B_TA-14-16184-400-006,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-006.png
SOB_B_TA-14-16184-400-007,benign,Tubular Adenoma,"A histopathological image of benign breast tissue, categorized as a tubular adenoma.",,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-007.png
SOB_B_TA-14-16184-400-008,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-008.png
SOB_B_TA-14-16184-400-009,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-009.png
SOB_B_TA-14-16184-400-010,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-010.png
SOB_B_TA-14-16184-400-011,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-011.png
SOB_B_TA-14-16184-400-012,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-012.png
SOB_B_TA-14-16184-400-013,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-013.png
SOB_B_TA-14-16184-400-014,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-014.png
SOB_B_TA-14-16184-400-015,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-015.png
SOB_B_TA-14-16184-400-016,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-016.png
SOB_B_TA-14-16184-400-017,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-017.png
SOB_B_TA-14-16184-400-018,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-018.png
SOB_B_TA-14-16184-400-019,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-019.png
SOB_B_TA-14-16184-400-020,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-020.png
SOB_B_TA-14-16184-400-021,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-021.png
SOB_B_TA-14-16184-400-022,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-022.png
SOB_B_TA-14-16184-400-023,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-023.png
SOB_B_TA-14-16184-400-024,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184-400-024.png
SOB_B_TA-14-16184CD-400-001,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-001.png
SOB_B_TA-14-16184CD-400-002,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-002.png
SOB_B_TA-14-16184CD-400-003,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-003.png
SOB_B_TA-14-16184CD-400-004,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-004.png
SOB_B_TA-14-16184CD-400-005,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-005.png
SOB_B_TA-14-16184CD-400-006,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-006.png
SOB_B_TA-14-16184CD-400-007,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-007.png
SOB_B_TA-14-16184CD-400-008,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-008.png
SOB_B_TA-14-16184CD-400-009,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-009.png
SOB_B_TA-14-16184CD-400-010,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-010.png
SOB_B_TA-14-16184CD-400-011,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-011.png
SOB_B_TA-14-16184CD-400-012,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-012.png
SOB_B_TA-14-16184CD-400-013,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-013.png
SOB_B_TA-14-16184CD-400-014,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-014.png
SOB_B_TA-14-16184CD-400-015,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-015.png
SOB_B_TA-14-16184CD-400-016,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-016.png
SOB_B_TA-14-16184CD-400-017,benign,Tubular Adenoma,The slide shows benign breast tissue belonging to the tubular adenoma subclass.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-16184CD-400-017.png
SOB_B_TA-14-21978AB-400-012,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-21978AB-400-012.png
SOB_B_TA-14-21978AB-400-013,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-21978AB-400-013.png
SOB_B_TA-14-21978AB-400-014,benign,Tubular Adenoma,This image represents a benign breast lesion identified as tubular adenoma under microscopic examination.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/benign/Tubular_Adenoma/SOB_B_TA-14-21978AB-400-014.png
SOB_M_DC-14-2523-400-004,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-004.png
SOB_M_DC-14-2523-400-005,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-005.png
SOB_M_DC-14-2523-400-006,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-006.png
SOB_M_DC-14-2523-400-007,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-007.png
SOB_M_DC-14-2523-400-008,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-008.png
SOB_M_DC-14-2523-400-009,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-009.png
SOB_M_DC-14-2523-400-010,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-010.png
SOB_M_DC-14-2523-400-011,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-011.png
SOB_M_DC-14-2523-400-012,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-012.png
SOB_M_DC-14-2523-400-013,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-013.png
SOB_M_DC-14-2523-400-014,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-014.png
SOB_M_DC-14-2523-400-015,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-015.png
SOB_M_DC-14-2523-400-016,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-016.png
SOB_M_DC-14-2523-400-017,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-017.png
SOB_M_DC-14-2523-400-018,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-018.png
SOB_M_DC-14-2523-400-019,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-019.png
SOB_M_DC-14-2523-400-020,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-020.png
SOB_M_DC-14-2523-400-021,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-021.png
SOB_M_DC-14-2523-400-022,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-022.png
SOB_M_DC-14-2523-400-023,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-023.png
SOB_M_DC-14-2523-400-024,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-024.png
SOB_M_DC-14-2523-400-025,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-025.png
SOB_M_DC-14-2523-400-026,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-026.png
SOB_M_DC-14-2523-400-027,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-2523-400-027.png
